project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
103076,"Space-based Biomanufacturing Facility for Vascular Grafts, Tissues and Organs",Small Business Innovation Research/Small Business Tech Transfer,TX06.1.3 Waste Management,"Techshot is proposing an ISS biomanufacturing technology demonstration flight within an 18 month time period to demonstrate the unique advantage of microgravity on bioprinting. On June 14, 2016 Techshot printed the first neonatal heart ventricle in zero gravity using adult human stem cells aboard a parabolic flight ...",nan,4,7,3,High,train
95666,"Space-based Human Reliability Analysis Development, Year 2",Center Innovation Fund: JSC CIF,TX06.6.1 Human Factors Engineering,This is a first of its kind effort. All previous human reliability analysis (HRA) methods are solely ground-based. The current approach used by both the Shuttle and ISS programs is CREAM (Cognitive-based Reliability Error Analysis Method) and represents a 2nd generation HRA approach. Given JSC's 50 years of collecti...,"For crewed missions beyond LEO, human reliability is not the same as on Earth. Current space mission risk assessments assume a ground-based approach, which is now known to be non-conservative. This project is to analy...",3,3,0,Low,train
93907,Space Based Ka Band Radio,Game Changing Development,,ViaSat collaborated with GRC on the development of a space-based Ka-band radio that will interoperate with ViaSat's next generation communication service and the TDRSS network and potentially NASA's Near Earth Network. This next generation space radio platform enables higher data rates and total data return along wi...,nan,4,6,2,Mid,test
118411,Space-Based Wireless Network Protocol Stack Supporting MAC-Level Dynamic Resource Allocation for Real-Time Prioritized Data Classes,Space Technology Research Grants,TX02.1.8 Wireless Avionics Technologies,"Advancements in communication technologies have brought faster data rates and extensive network coverage. Critical space exploration applications require highly reliable network connections with predictable and low latency, while other links require high data rates with less dependency on latency. These extremes of ...",nan,2,4,2,Mid,train
102035,Space Boot Binding System for Surface Missions,Small Business Innovation Research/Small Business Tech Transfer,TX06.2.1 Pressure Garment,"The Space Suit Boot Binding System for Surface Missions supports the next generation space suit. The crew dons a snug fitting Inner Boot, and slides it through the xPGS Leg Assembly toward the attached Outer Boot. Two spring loaded pins integrated into the Inner Boot Sole Plate (IBSP), inboard of the crew's toes, ma...","The Lunar exploration market includes the U.S., E.U. countries, Russia and China and further extended by six different companies involved in NextSTEP Gateway Habitat and exploration advances by SpaceX. The integrated ...",2,5,3,Mid,train
33098,SPACEBORNE MICROWAVE INSTRUMENT FOR HIGH RESOLUTION REMOTE SENSING OF THE EARTHâS SURFACE USING A LARGE-APERTURE MESH ANTENNA,Instrument Incubator,"TX08.1.4 Microwave, Millimeter Waves, and Submillimeter Waves","The goal of this project is to develop the Ocean-salinity Soil-moisture Integrated Radiometer-radar Imaging System (OSIRIS) instrument concept for combined passive and active sensing in the 1-3GHz range, using a 6m diameter, lightweight, deployable mesh antenna. The OSIRIS concept was used as the starting point to d...",Soil moisture measurements for climate change studies and for disaster preparedness. Earth Science Decadal SMAP mission,4,5,1,Mid,train
158075,Spaceborne Scanning Lidar Sensor,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"To address NASA's need for novel lidar technologies with an emphasis on compactness, efficiency, reliability, lifetime, and high performance, Intellisense Systems, Inc. (Intellisense) proposes to develop a new Spaceborne Scanning Lidar (SBSL) Sensor for three-dimensional (3D) mapping, suitable for deployment on unma...","With its low-SWaP design and high spatial resolution, the SBSL sensor will be appropriate for many NASA applications including spacecraft guidance, navigation and control (GNC) capability, lunar, Mars, and Deep Space ...",3,4,1,Mid,train
146933,Space-Borne Ultra Low Noise Clock,Center Innovation Fund: GSFC CIF,TX08.1 Remote Sensing Instruments and Sensors,"We propose continue the development of Ultra-high stability space qualified clock and clock synchronization system for science applications, that meets 1E-14 relative frequency stability over short time intervals of 0.1 to 20 seconds. With this year's successful performance demonstration, this development will focus...",The near-term goal will serve the VLBI Event Horizon science and prove the timing precision and stability needed for PNT. The long-term goal of this effort will be: 1) pursue the space-based optical clock with ground ...,2,4,2,Mid,train
146543,Space-Borne Ultra Low Noise Clock and Ground-Space optical clock time transfer for VBLI telescope and High Precision Clock Enabled Astrophysics,Center Innovation Fund: GSFC CIF,TX08.1 Remote Sensing Instruments and Sensors,"We propose the development of an Ultra-high stability space-borne and space qualified clock and clock synchronization system for science applications, that meets a few parts per trillion (1E-14) relative stability over short time intervals of 0.1 to 20 seconds. LISA laser will be the low noise reference laser, it is...",The near-term goal will serve the VLBI Event Horizon science and prove the timing precision and stability needed for PNT. The long-term goal of this effort will be: 1) pursue the space-based optical clock with ground ...,2,3,1,Low,test
157668,Space-Borne Ultra Low Noise Clock – High TRL Engineering module for VBLI telescope and High Precision Clock Enabled Astrophysics,Center Independent Research & Development: GSFC IRAD,TX08 Sensors and Instruments,1.Development of an Ultra-high stability space qualified clock and clock synchronization system for science applications 2.System will service mission of Very Long Baseline Interferometry (VLBI) in ground-to-space or space-to-space configurations.,"This work will address the identified critical gap of extreme accuracy and precision clock knowledge for these large-data volume, precision navigation and geodesy, mass change, VLBI science missions.",2,4,2,Mid,valid
87830,Space Communications and Navigation Testbed,Space Communications and Navigation,TX12.2.3 Reliability and Sustainment,"The SCaN Testbed is an experimental communication system that is located on the truss of the International Space Station (ISS). The technology has over 3000 hours of operations since launch in 2012, and is paving the way for infusion of SDRs and associated communications, navigation, and networking software applicat...","Lessons, data, and software developed by the SCaN Testbed project have already impacted over 20 different projects or missions. For example, the Ka-band antenna pointing system operates with such accuracy that it dete...",4,8,4,High,train
